month,cams_so2,tropomi_so2
2022-08-01,2.950187969924812,9.915684855417296e-05
2022-09-01,3.6630555555555557,0.00017074664267812604
2022-10-01,4.52244623655914,0.0004348683375817118
2022-11-01,3.8829166666666666,0.0010168554829439146
2023-02-01,5.390178571428572,0.0012480988845430148
2023-03-01,4.69247311827957,0.00039327657718271825
2023-04-01,3.1640277777777777,0.00016285632803453084
2023-05-01,2.7030913978494624,0.00014851306507568615
2023-06-01,2.7804166666666665,0.00017246831350153178
2023-07-01,3.2262096774193547,0.00013929642569534756
2023-08-01,3.1848118279569895,0.00012842745300294453
2023-09-01,3.9347222222222222,0.0002036814247795873
2023-10-01,5.9470430107526875,0.000554688940582075
2023-11-01,10.861805555555556,0.0011404022848459075
2024-01-01,11.843951612903224,0.0008192747379708404
2024-02-01,9.304741379310345,0.0009230648434703494
2024-03-01,5.917338709677419,0.0005741659749741872
2024-04-01,4.334583333333333,0.0002946371254655953
2024-05-01,3.546236559139785,0.00013055898058818513
2024-06-01,3.1445833333333337,0.00012705928753553046
2024-07-01,2.915188172043011,6.438323329345672e-05
2024-08-01,3.6528225806451613,0.0001621816025693121
2024-09-01,4.73625,0.00019697203313990516
2024-10-01,6.413575268817204,0.0005349880119409256
2024-11-01,11.103055555555557,0.000645634906909958
2025-01-01,11.981854838709678,0.001349475093992443
2025-02-01,8.861160714285715,0.0006457005097718389
2025-03-01,5.346908602150537,0.0004494394513934808
2025-04-01,4.4366666666666665,0.00013971391598458424
2025-05-01,3.8041666666666663,8.838309315621543e-05
2025-06-01,3.7401388888888887,0.00013206211993211465
2025-07-01,4.28991935483871,0.00023782787171602925
2025-08-01,4.150806451612904,0.00013534519477502278
2025-09-01,4.415555555555556,0.0002271460449163367
2025-10-01,6.894086021505377,0.00030912518596893577
2025-11-01,13.258611111111112,0.0009259072523981262
2026-01-01,11.541263440860215,-0.00033243559349860796
2026-02-01,6.023660714285714,0.0002472875762852654
2026-03-01,6.457795698924731,0.00019909393072862366
2026-04-01,3.5847222222222226,0.00013902847432960638
2026-05-01,3.3870967741935485,4.670541403397778e-05
2026-06-01,4.276136363636364,5.7951221706008886e-05
